,fund_id,fund_num,fund_name,fund_onevalue,fund_time,fund_1year,fund_2year,fund_3year,fund_5year,fund_star,fund_fee
269,270,486002,工银全球精选,1.8740,07-24,11.29%,18.96%,25.74%,45.69%,0,0.16%
270,271,001015,华夏沪深300指数增强A,1.3350,07-25,11.28%,17.93%,--,--,0,0.12%
271,272,161210,国投瑞银新兴市场,1.0130,07-24,11.28%,20.64%,16.43%,13.13%,0,0.16%
272,273,519027,海富通上证周期联接,1.2240,07-25,11.26%,13.59%,15.92%,35.06%,0,0.12%
273,274,481008,工银大盘蓝筹混合,1.1800,07-25,11.23%,14.99%,18.67%,42.06%,5,0.15%
274,275,166802,浙商沪深300指数分级,1.2620,07-25,11.23%,13.13%,15.01%,32.98%,0,0.12%
275,276,040180,华安上证180联接,1.3503,07-25,11.22%,13.98%,17.42%,40.38%,0,0.12%
276,277,000462,农银主题轮动混合,1.1605,07-25,11.22%,11.64%,--,--,0,0.15%
277,278,001482,上投摩根新兴服务股票,1.0540,07-25,11.21%,--,--,--,0,0.15%
278,279,040021,华安大中华升级,1.4090,07-24,11.21%,18.57%,14.46%,25.22%,0,0.15%
279,280,001047,光大国企改革股票,1.0710,07-25,11.20%,17.46%,--,--,0,0.15%
280,281,000042,中证财通可持续发展100指数A,1.6268,07-25,11.20%,12.37%,16.51%,--,0,0.12%
281,282,001810,中欧潜力价值灵活配置混合,1.3480,07-25,11.17%,--,--,--,0,0.15%
282,283,001393,国富金融地产混合C,1.1526,07-25,11.16%,13.89%,--,--,0,0.00%
283,284,000614,华安德国30(DAX)联接,1.1980,07-24,11.15%,18.49%,--,--,0,0.12%
284,285,001426,南方大数据300C,1.1110,07-25,11.15%,18.70%,--,--,0,0.00%
285,286,001708,东兴改革精选混合,0.9550,07-25,11.14%,--,--,--,0,0.15%
286,287,202015,南方开元沪深300ETF联接A,1.3575,07-25,11.14%,14.38%,16.77%,36.88%,0,0.12%
287,288,519180,万家180指数,0.8915,07-25,11.12%,13.73%,15.78%,36.37%,0,0.15%
288,289,001170,泰达宏利复兴混合,0.8710,07-25,11.08%,10.35%,--,--,0,0.15%
289,290,530018,建信深证100增强,1.6043,07-25,11.07%,15.40%,22.08%,47.32%,0,0.15%
290,291,519657,银河灵活配置混合C,1.9550,07-25,11.04%,12.12%,19.00%,--,0,0.00%
291,292,000480,东方红新动力混合,2.3000,07-25,11.03%,20.79%,39.70%,--,0,0.60%
292,293,519069,汇添富价值精选混合,2.7180,07-25,11.01%,17.75%,37.04%,89.87%,5,0.60%
293,294,001694,华安沪港深外延增长混合,1.3920,07-25,10.95%,--,--,--,0,0.15%
294,295,001016,华夏沪深300指数增强C,1.3180,07-25,10.92%,17.25%,--,--,0,0.00%
295,296,001208,诺安低碳经济股票,0.9080,07-25,10.92%,15.47%,--,--,0,0.15%
296,297,000755,富安达新兴成长混合,1.2603,07-25,10.91%,3.56%,--,--,0,0.15%
297,298,165309,建信沪深300,1.1355,07-25,10.86%,13.71%,16.40%,36.47%,0,0.12%
298,299,001431,方正富邦优选灵活配置混合A,0.9400,07-25,10.82%,8.99%,--,--,0,0.08%
299,300,001287,安信优势增长混合A,1.2241,07-25,10.81%,13.86%,--,--,0,0.10%
300,301,001852,融通中国风1号灵活配置混合,1.1710,07-25,10.79%,--,--,--,0,0.15%
301,302,001564,东方红京东大数据混合,1.3230,07-25,10.79%,--,--,--,0,0.60%
302,303,002297,方正富邦优选灵活配置混合C,1.1640,07-25,10.78%,--,--,--,0,0.00%
303,304,002021,华夏回报二号混合,1.1430,07-25,10.78%,15.36%,20.77%,39.34%,5,0.20%
304,305,020011,国泰沪深300,0.8021,07-25,10.75%,14.29%,17.41%,36.94%,0,0.15%
305,306,163807,中银行业优选,1.1341,07-25,10.74%,10.66%,12.35%,39.08%,3,0.15%
306,307,002732,长盛沪港深混合,1.1300,07-25,10.72%,--,--,--,0,0.15%
307,308,270041,广发消费品精选混合,2.3490,07-25,10.67%,21.07%,30.20%,63.34%,3,0.15%
308,309,160417,华安沪深300指数分级,1.3022,07-25,10.67%,11.85%,12.83%,28.50%,0,0.12%
309,310,000916,前海开源股息率100强股票,1.2720,07-25,10.66%,18.12%,--,--,0,0.15%
310,311,183001,银华全球优选,1.0810,07-24,10.66%,18.94%,20.91%,25.99%,0,0.16%
311,312,160133,南方天元,2.0140,07-25,10.66%,16.49%,--,--,0,0.15%
312,313,000051,华夏沪深300ETF联接,1.2060,07-25,10.65%,13.94%,17.94%,40.49%,0,0.12%
313,314,001267,泰达宏利蓝筹混合,0.6260,07-25,10.63%,4.73%,--,--,0,0.15%
314,315,163809,中银蓝筹精选,1.3340,07-25,10.62%,6.87%,6.67%,18.17%,1,0.15%
315,316,270010,广发沪深300ETF联接A,1.7091,07-25,10.61%,13.82%,16.32%,36.33%,0,0.12%
316,317,001726,汇添富新兴消费股票,1.0710,07-25,10.61%,--,--,--,0,0.15%
317,318,100016,富国天源沪港深平衡混合,1.5930,07-25,10.57%,11.37%,20.15%,51.83%,3,0.15%
318,319,000529,广发竞争优势混合,1.5940,07-25,10.56%,12.01%,18.22%,--,0,0.15%
319,320,379010,上投摩根中小盘混合,2.0620,07-25,10.55%,7.92%,11.44%,31.44%,3,0.15%
320,321,110020,易方达沪深300ETF联接,1.2485,07-25,10.54%,13.70%,17.17%,38.33%,0,0.12%
321,322,690007,民生加银景气行业混合,2.2040,07-25,10.53%,20.35%,32.39%,58.56%,4,0.15%
322,323,001521,国寿安保成长优选股票,1.1100,07-25,10.51%,--,--,--,0,0.15%
323,324,002605,融通新消费灵活配置混合,1.1740,07-25,10.49%,--,--,--,0,0.15%
324,325,001053,南方创新经济,1.1060,07-25,10.48%,18.08%,--,--,0,0.15%
325,326,020003,国泰金龙行业精选,0.7270,07-25,10.45%,25.58%,50.16%,91.57%,5,0.12%
326,327,002653,泰康沪港深精选混合,1.2322,07-25,10.45%,--,--,--,0,0.15%
327,328,001651,工银新蓝筹股票,1.2300,07-25,10.42%,--,--,--,0,0.15%
328,329,470888,汇添富香港混合(QDII),1.1110,07-24,10.42%,13.43%,9.23%,10.75%,0,0.12%
329,330,001984,上投摩根智慧生活混合,1.1080,07-25,10.42%,--,--,--,0,0.15%
330,331,001043,工银美丽城镇股票,1.0100,07-25,10.42%,15.74%,--,--,0,0.15%
331,332,350005,天治中国制造2025,1.7487,07-25,10.40%,8.02%,8.83%,22.88%,2,0.15%
332,333,660008,农银沪深300,1.2362,07-25,10.38%,13.33%,16.45%,37.73%,0,0.12%
333,334,160706,嘉实沪深300ETF联接,1.0693,07-25,10.37%,13.16%,16.50%,37.86%,0,0.15%
334,335,002987,广发沪深300ETF联接C,1.7032,07-25,10.36%,--,--,--,0,0.00%
335,336,001677,中银战略新兴产业股票,1.1860,07-25,10.33%,--,--,--,0,0.15%
336,337,161907,万家中证红利指数,1.6287,07-25,10.30%,15.28%,23.10%,54.36%,0,0.15%
337,338,001178,前海开源再融资股票,1.2640,07-25,10.29%,20.92%,--,--,0,0.15%
338,339,160136,南方中证国有企业改革指数分级,0.9952,07-25,10.25%,12.36%,--,--,0,0.06%
339,340,000496,长安产业精选混合A,1.0811,07-25,10.22%,11.59%,15.43%,--,0,0.15%
340,341,460300,华泰柏瑞沪深300联接,1.6647,07-25,10.18%,13.01%,17.02%,38.18%,0,0.10%
341,342,502006,易方达国企改革指数分级,1.0349,07-25,10.17%,11.38%,--,--,0,0.10%
342,343,481009,工银沪深300,1.0881,07-25,10.13%,12.85%,15.74%,36.27%,0,0.12%
343,344,165512,信诚新机遇混合(LOF),2.4160,07-25,10.09%,14.19%,23.30%,63.63%,2,0.15%
344,345,202023,南方优选成长,2.2400,07-25,10.08%,15.94%,30.80%,71.67%,5,0.15%
345,346,050010,博时特许价值混合A,1.6350,07-25,10.06%,12.07%,18.24%,43.54%,5,0.15%
346,347,166007,中欧沪深300指数增强A,1.3279,07-25,10.05%,13.02%,15.90%,37.59%,0,0.12%
347,348,001623,兴业国企改革混合,1.1430,07-25,10.04%,--,--,--,0,0.15%
348,349,000294,华安生态优先混合,1.8020,07-25,10.03%,13.76%,22.53%,--,4,0.15%
349,350,257020,国联安精选混合,1.0860,07-25,10.01%,13.53%,27.45%,60.56%,3,0.15%
350,351,519091,新华泛资源优势混合,2.4660,07-25,10.00%,24.77%,38.36%,79.06%,4,0.15%
351,352,001781,建信现代服务业股票,1.1320,07-25,9.91%,--,--,--,0,0.15%
352,353,160121,南方金砖四国指数,0.9720,07-24,9.91%,22.51%,20.67%,21.94%,0,0.13%
353,354,217016,招商深证100指数A,1.2590,07-25,9.88%,14.39%,17.13%,34.39%,0,0.12%
354,355,710002,富安达策略精选混合,2.2463,07-25,9.88%,17.79%,32.62%,69.28%,5,0.15%
355,356,001645,国泰大健康股票,1.4590,07-25,9.87%,--,--,--,0,0.15%
356,357,000688,景顺长城研究精选股票,1.3890,07-25,9.85%,11.14%,--,--,0,0.15%
357,358,090009,大成行业轮动混合,1.5140,07-25,9.84%,18.24%,25.46%,52.07%,3,0.15%
358,359,519714,交银消费新驱动股票,0.9120,07-25,9.84%,19.79%,32.11%,--,0,0.15%
359,360,160814,长盛中证金融地产指数分级,0.8130,07-25,9.82%,13.31%,--,--,0,0.12%
360,361,000532,景顺长城优势企业混合,1.5570,07-25,9.81%,10.66%,12.04%,--,0,0.15%
361,362,540002,汇丰晋信龙腾混合,1.6102,07-25,9.80%,18.50%,31.73%,72.41%,5,0.15%
362,363,000925,汇添富外延增长主题,1.1860,07-25,9.79%,5.68%,--,--,0,0.15%
363,364,001736,圆信永丰优加生活,1.3720,07-25,9.79%,--,--,--,0,0.15%
364,365,001539,嘉实中证金融地产ETF联接,1.2141,07-25,9.79%,--,--,--,0,0.12%
365,366,000566,华泰柏瑞创新升级混合,2.0980,07-25,9.79%,13.52%,24.48%,--,0,0.12%
366,367,070018,嘉实回报,1.1730,07-25,9.78%,13.45%,17.12%,33.12%,5,0.15%
367,368,001972,前海开源沪港深智慧生活混合,1.2640,07-25,9.76%,--,--,--,0,0.15%
368,369,000368,汇添富沪深300安中指数,1.4755,07-25,9.72%,12.48%,14.17%,--,0,0.12%
369,370,002334,汇丰晋信大盘波动股票A,1.2629,07-25,9.71%,--,--,--,0,0.15%
370,371,519696,交银环球精选混合(QDII),1.7580,07-24,9.69%,17.36%,16.97%,27.50%,0,0.15%
371,372,519033,海富通国策导向混合,1.3100,07-25,9.66%,6.56%,4.24%,28.52%,3,0.15%
372,373,160505,博时主题行业混合(LOF),1.7660,07-25,9.62%,17.34%,29.05%,74.25%,5,0.15%
373,374,519997,长信银利精选混合,1.0392,07-25,9.60%,14.63%,20.83%,42.01%,3,0.15%
374,375,002335,汇丰晋信大盘波动股票C,1.2548,07-25,9.59%,--,--,--,0,0.00%
375,376,270025,广发行业领先混合A,1.6710,07-25,9.55%,8.01%,17.87%,63.42%,4,0.15%
376,377,002071,长安产业精选混合C,1.0822,07-25,9.52%,--,--,--,0,0.00%
377,378,000961,天弘沪深300指数,1.0888,07-25,9.51%,11.85%,--,--,0,0.10%
378,379,180033,银华上证50等权联接,1.2750,07-25,9.46%,10.94%,10.48%,--,0,0.12%
379,380,570005,诺德成长优势混合,1.7380,07-25,9.46%,18.54%,37.93%,93.76%,4,0.15%
380,381,090007,大成策略回报混合,1.0620,07-25,9.45%,18.09%,32.11%,76.75%,4,0.15%
381,382,160516,博时中证800证券保险分级,1.2011,07-25,9.43%,11.67%,--,--,0,0.10%
382,383,200012,长城中小盘成长混合,1.2890,07-25,9.43%,19.70%,19.10%,32.34%,3,0.15%
383,384,260117,景顺长城支柱产业混合,1.1400,07-25,9.43%,3.35%,1.31%,--,3,0.15%
384,385,002340,富国价值优势混合,1.2470,07-25,9.41%,--,--,--,0,0.15%
385,386,000746,招商行业精选股票,1.4550,07-25,9.34%,8.21%,--,--,0,0.15%
386,387,001076,易方达改革红利混合,0.7890,07-25,9.34%,7.06%,--,--,0,0.15%
387,388,160916,大成优选混合(LOF),2.4940,07-25,9.34%,16.72%,31.46%,--,5,0.15%
388,389,161811,银华沪深300指数分级,0.9330,07-25,9.30%,11.23%,11.22%,25.12%,0,0.12%
389,390,350002,天治低碳经济混合,0.7871,07-25,9.26%,0.28%,-6.42%,-4.29%,1,0.15%
390,391,000592,建信改革红利股票,2.0680,07-25,9.18%,12.66%,26.96%,--,0,0.15%
391,392,002588,博时银智大数据100,1.2900,07-25,9.07%,--,--,--,0,0.12%
392,393,580007,东吴安享量化混合,1.1350,07-25,9.07%,6.88%,11.59%,32.33%,3,0.15%
393,394,160807,长盛沪深300,1.2360,07-25,9.06%,11.37%,13.27%,31.58%,0,0.12%
394,395,690004,民生加银稳健成长混合,1.4700,07-25,9.06%,12.66%,20.94%,52.68%,4,0.15%
395,396,001528,诺安先进制造股票,1.2520,07-25,8.99%,--,--,--,0,0.15%
396,397,090003,大成蓝筹稳健,0.8379,07-25,8.97%,11.34%,11.84%,22.54%,4,0.15%
397,398,001424,博时新起点混合A,1.1301,07-25,8.93%,10.94%,--,--,0,0.10%
398,399,620005,金元顺安核心动力混合,1.1520,07-25,8.93%,7.54%,11.19%,31.94%,4,0.15%
399,400,350008,天治新消费混合,1.6530,07-25,8.91%,2.39%,1.94%,21.49%,3,0.15%
400,401,519019,大成景阳领先混合,0.8910,07-25,8.87%,16.42%,25.58%,48.10%,3,0.15%
401,402,161831,银华恒生国企指数分级,0.9949,07-25,8.87%,15.58%,8.11%,--,0,0.12%
402,403,002593,富国美丽中国混合,1.1810,07-25,8.84%,--,--,--,0,0.15%
403,404,160717,嘉实恒生中国企业,0.8118,07-25,8.84%,15.97%,9.83%,10.78%,0,0.15%
404,405,350001,天治财富增长,1.0648,07-25,8.83%,6.03%,14.40%,46.63%,4,0.12%
405,406,001425,博时新起点混合C,1.1172,07-25,8.82%,10.58%,--,--,0,0.10%
406,407,001105,信达澳银转型创新股票,0.7200,07-25,8.81%,10.45%,--,--,0,0.15%
407,408,001313,上投摩根智慧互联股票,0.7460,07-25,8.81%,4.99%,--,--,0,0.15%
408,409,519005,海富通股票混合,0.6550,07-25,8.79%,0.14%,-3.94%,4.04%,1,0.15%
409,410,000953,国泰睿吉灵活配置混合A,1.1730,07-25,8.77%,11.01%,--,--,0,0.15%
410,411,202003,南方绩优成长混合,1.0087,07-25,8.76%,12.23%,20.87%,47.99%,3,0.15%
411,412,519642,银河智造混合,1.1190,07-25,8.75%,--,--,--,0,0.15%
412,413,001631,天弘中证食品饮料指数A,1.2203,07-25,8.75%,--,--,--,0,0.10%
413,414,519300,大成沪深300指数,1.0857,07-25,8.66%,11.03%,14.08%,34.39%,0,0.12%
414,415,110010,易方达价值成长混合A,1.7142,07-25,8.66%,5.81%,11.28%,30.04%,2,0.15%
415,416,000954,国泰睿吉灵活配置混合C,1.1280,07-25,8.65%,10.62%,--,--,0,0.00%
416,417,002715,新华健康生活主题混合,1.1140,07-25,8.64%,--,--,--,0,0.15%
417,418,001185,安信动态策略混合A,1.1906,07-25,8.64%,11.44%,--,--,0,0.10%
418,419,217017,招商上证消费80ETF联接A,1.3900,07-25,8.61%,12.96%,16.45%,36.26%,0,0.15%
419,420,000767,华富国泰民安灵活配置混合,1.0820,07-25,8.60%,11.94%,--,--,0,0.15%
420,421,001632,天弘中证食品饮料指数C,1.2146,07-25,8.59%,--,--,--,0,0.00%
421,422,000867,华宝品质生活股票,0.9160,07-25,8.55%,8.30%,--,--,0,0.15%
422,423,001558,天弘中证大宗商品股票指数A,0.8159,07-25,8.54%,11.48%,--,--,0,0.10%
423,424,660003,农银平衡双利,1.4774,07-25,8.49%,13.01%,19.59%,45.66%,3,0.15%
424,425,001897,九泰久盛量化先锋混合A,1.1650,07-25,8.47%,--,--,--,0,0.15%
425,426,162714,广发深证100指数分级,1.0997,07-25,8.46%,11.50%,12.68%,26.75%,0,0.12%
426,427,001552,天弘中证证券保险A,0.8183,07-25,8.45%,10.17%,--,--,0,0.10%
427,428,000369,广发全球医疗保健现钞,1.3220,07-24,8.44%,12.37%,15.29%,--,0,0.13%
428,429,001795,上投摩根文体休闲灵活配置混合,0.9910,07-25,8.44%,--,--,--,0,0.15%
429,430,002259,鹏华健康环保混合,1.1620,07-25,8.43%,--,--,--,0,0.15%
430,431,001120,东方睿鑫热点挖掘混合A,0.6934,07-25,8.42%,5.12%,--,--,0,0.12%
431,432,690001,民生蓝筹,1.9520,07-25,8.42%,12.54%,27.76%,62.35%,5,0.15%
432,433,001559,天弘中证大宗商品股票指数C,0.8113,07-25,8.39%,11.19%,--,--,0,0.00%
433,434,162204,泰达宏利行业混合,3.1330,07-25,8.33%,1.88%,-3.63%,1.73%,1,0.15%
434,435,001940,农银现代农业加,1.1314,07-25,8.33%,--,--,--,0,0.15%
435,436,000273,华润元大安鑫灵活配置混合,1.9620,07-25,8.32%,9.04%,26.29%,--,0,0.12%
436,437,001553,天弘中证证券保险C,0.8139,07-25,8.31%,9.90%,--,--,0,0.00%
437,438,161225,国投瑞银瑞盈混合(LOF),1.1440,07-25,8.29%,21.38%,--,--,0,0.15%
438,439,660004,农银策略价值混合,1.8432,07-25,8.28%,12.54%,18.73%,38.59%,3,0.15%
439,440,001577,嘉实低价策略股票,1.0910,07-25,8.27%,--,--,--,0,0.15%
440,441,570007,诺德优选30混合,1.4220,07-25,8.25%,9.95%,15.95%,42.62%,3,0.15%
441,442,000975,MSCI中国A股ETF联接,1.0460,07-25,8.25%,11.12%,--,--,0,0.12%
442,443,000884,民生加银优选,1.1630,07-25,8.23%,11.67%,--,--,0,0.15%
443,444,180031,银华中小盘混合,2.7680,07-25,8.21%,18.28%,38.95%,106.35%,3,0.15%
444,445,110031,易方达恒生ETF联接,1.1286,07-25,8.19%,15.20%,10.64%,--,0,0.12%
445,446,180018,银华和谐主题,2.0010,07-25,8.18%,9.84%,11.50%,37.65%,3,0.15%
446,447,481017,工银量化策略混合,2.1270,07-25,8.16%,11.73%,23.34%,60.89%,4,0.15%
447,448,161507,银河沪深300成长分级,1.2310,07-25,8.14%,10.54%,13.77%,--,0,0.12%
448,449,470007,汇添富上证综指,1.0690,07-25,8.09%,9.67%,12.08%,33.70%,0,0.10%
449,450,161816,银华中证等权90分级,1.1440,07-25,8.07%,9.82%,11.80%,28.01%,0,0.12%
450,451,160311,华夏蓝筹,1.4280,07-25,8.05%,9.63%,15.71%,42.17%,4,0.60%
451,452,610002,信达澳银精华配置,1.2020,07-25,8.04%,12.89%,13.63%,34.91%,4,0.15%
452,453,001672,国寿安保智慧生活股票,1.1880,07-25,8.04%,--,--,--,0,0.15%
453,454,110013,易方达科翔混合,2.5480,07-25,8.02%,12.55%,27.50%,75.24%,3,0.15%
454,455,270001,广发聚富,0.9422,07-25,8.00%,8.85%,10.87%,19.77%,1,0.15%
455,456,001228,国联安鑫享灵活配置混合A,1.1267,07-25,8.00%,9.45%,--,--,0,0.15%
456,457,550008,信诚优胜精选混合,1.3270,07-25,7.98%,15.75%,26.17%,67.44%,3,0.15%
457,458,000601,华宝创新优选混合,0.9420,07-25,7.96%,5.98%,3.45%,--,0,0.15%
458,459,002186,国联安鑫享灵活配置混合C,1.5403,07-25,7.96%,--,--,--,0,0.00%
459,460,660010,农银策略精选混合,0.9404,07-25,7.94%,14.47%,8.15%,5.46%,1,0.15%
460,461,001121,东方睿鑫热点挖掘混合C,0.6771,07-25,7.93%,4.23%,--,--,0,0.00%
461,462,502023,鹏华钢铁分级,0.9890,07-25,7.91%,--,--,--,0,0.12%
462,463,000259,农银区间收益混合,2.1124,07-25,7.90%,13.70%,32.23%,--,4,0.15%
463,464,001323,东吴移动互联A,1.1030,07-25,7.86%,9.14%,--,--,0,0.15%
464,465,160221,国泰国证有色金属行业指数分级,1.1528,07-25,7.85%,12.31%,--,--,0,0.00%
465,466,519694,交银蓝筹混合,0.9172,07-25,7.83%,10.04%,16.83%,34.22%,3,0.15%
466,467,001163,银华中国梦30股票,0.9680,07-25,7.80%,9.92%,--,--,0,0.15%
467,468,110019,易方达深证100ETF联接A,1.1042,07-25,7.80%,10.43%,14.02%,32.18%,0,0.12%
468,469,000423,前海开源事件驱动混合A,1.2300,07-25,7.80%,10.67%,13.46%,--,3,0.15%
469,470,001538,上投摩根科技前沿灵活配置混合,1.0130,07-25,7.74%,4.44%,--,--,0,0.15%
470,471,001910,泰康新机遇混合,1.1833,07-25,7.74%,--,--,--,0,0.15%
471,472,450009,国富中小盘,1.6470,07-25,7.73%,16.80%,32.79%,69.12%,4,0.15%
472,473,002189,农银汇理国企改革混合,1.1424,07-25,7.73%,--,--,--,0,0.15%
473,474,000418,景顺长城成长之星,1.6500,07-25,7.71%,15.16%,17.93%,--,3,0.15%
474,475,110027,易方达安心债券A,1.6450,07-25,7.70%,10.29%,25.27%,70.55%,4,0.08%
475,476,398011,中海分红增利混合,0.6954,07-25,7.70%,-2.10%,-9.22%,-7.89%,1,0.15%
476,477,000410,益民服务领先混合,2.7870,07-25,7.70%,12.73%,49.81%,--,5,0.15%
477,478,217013,招商中小盘混合,1.4650,07-25,7.69%,3.91%,5.62%,25.48%,2,0.15%
478,479,166020,中欧成长优选混合A,1.1153,07-25,7.67%,9.13%,12.91%,--,5,0.15%
479,480,001865,前海开源事件驱动混合C,1.1230,07-25,7.66%,--,--,--,0,0.15%
480,481,161026,富国中证国企改革指数分级,0.9390,07-25,7.62%,7.22%,--,--,0,0.12%
481,482,502013,长盛中证申万一带一路分级,0.8540,07-25,7.61%,6.06%,--,--,0,0.12%
482,483,001815,华泰柏瑞激励动力混合A,1.1570,07-25,7.61%,--,--,--,0,0.15%
483,484,233011,大摩主题优选混合,2.2640,07-25,7.58%,17.34%,29.54%,77.27%,3,0.15%
484,485,530016,建信恒稳价值,1.8800,07-25,7.58%,9.30%,13.54%,41.11%,5,0.15%
485,486,001359,国联安添鑫灵活配置混合A,1.0802,07-25,7.54%,8.65%,--,--,0,0.15%
486,487,000056,建信消费升级混合,1.8230,07-25,7.49%,13.83%,23.65%,--,4,0.15%
487,488,162214,泰达宏利领先中小盘混合,0.9170,07-25,7.49%,-2.33%,-10.51%,-6.73%,1,0.15%
488,489,202007,南方隆元产业主题混合,0.7760,07-25,7.49%,9.25%,14.50%,30.47%,2,0.15%
489,490,740101,长安沪深300非周期,1.0430,07-25,7.48%,11.47%,14.35%,32.23%,0,0.15%
490,491,110028,易方达安心债券B,1.6260,07-25,7.43%,9.78%,24.43%,68.69%,4,0.00%
491,492,000531,东吴阿尔法灵活配置混合,1.1500,07-25,7.42%,2.66%,2.49%,--,0,0.15%
492,493,481001,工银核心价值混合A,0.3064,07-25,7.41%,8.67%,9.33%,31.59%,2,0.15%
493,494,610001,信达澳银领先增长混合,1.3110,07-25,7.38%,5.60%,4.53%,17.33%,1,0.15%
494,495,550002,信诚精萃成长混合,0.8830,07-25,7.37%,7.41%,17.59%,44.48%,4,0.15%
495,496,110001,易方达平稳增长,2.6020,07-25,7.36%,10.51%,21.08%,55.59%,3,0.15%
496,497,000408,民生加银城镇化混合,1.3860,07-25,7.36%,13.62%,37.40%,--,3,0.15%
497,498,540003,汇丰晋信动态策略,1.7744,07-25,7.34%,12.58%,29.95%,73.95%,5,0.15%
498,499,373020,上投双核平衡,1.7894,07-25,7.33%,11.53%,21.83%,49.87%,4,0.15%
499,500,002041,国投瑞银新成长混合A,1.1180,07-25,7.32%,--,--,--,0,0.06%
500,501,090004,大成精选增值,0.9249,07-25,7.32%,15.77%,23.90%,49.60%,3,0.15%
501,502,481013,工银消费服务混合,1.3360,07-25,7.32%,13.18%,20.63%,45.78%,3,0.15%
502,503,050025,博时标普500ETF联接,1.8886,07-24,7.31%,17.32%,22.50%,40.63%,0,0.12%
503,504,660006,农银大盘蓝筹混合,1.0456,07-25,7.31%,7.94%,6.11%,12.59%,1,0.15%
504,505,162208,泰达宏利首选企业股票,1.1879,07-25,7.30%,7.39%,7.60%,24.57%,1,0.15%
505,506,161604,融通深证100,1.3750,07-25,7.28%,9.52%,12.34%,28.95%,0,0.15%
506,507,630009,华商稳定增利债券A,1.5970,07-25,7.28%,7.14%,11.52%,27.48%,3,0.08%
507,508,000689,前海开源新经济混合,1.2030,07-25,7.27%,4.42%,--,--,0,0.15%
508,509,398061,中海消费混合,2.2790,07-25,7.25%,9.02%,16.88%,56.51%,4,0.15%
509,510,200015,长城优化升级混合,1.7950,07-25,7.21%,16.95%,25.88%,48.25%,4,0.15%
510,511,001654,国联安添鑫灵活配置混合C,1.0558,07-25,7.21%,8.13%,--,--,0,0.15%
511,512,001433,易方达瑞景混合,1.0840,07-25,7.20%,8.20%,--,--,0,0.15%
512,513,000717,融通转型三动力灵活配置混合,1.2400,07-25,7.18%,8.65%,--,--,0,0.15%
513,514,040190,华安上证龙头联接,1.3400,07-25,7.18%,8.99%,12.22%,33.96%,0,0.12%
514,515,110005,易方达积极成长,0.7832,07-25,7.15%,11.32%,14.06%,26.25%,2,0.15%
515,516,002230,华夏大中华混合(QDII),1.3730,07-24,7.13%,--,--,--,0,0.15%
516,517,310308,申万菱信盛利精选混合,0.8524,07-25,7.13%,5.49%,6.64%,28.35%,2,0.15%
517,518,161222,国投瑞银瑞利混合(LOF),1.1060,07-25,7.11%,9.86%,--,--,0,0.15%
518,519,110021,易方达上证中盘ETF联接A,1.3191,07-25,7.11%,8.29%,10.43%,33.79%,0,0.12%
519,520,001397,建信精工制造指数增强,1.1465,07-25,7.10%,--,--,--,0,0.15%
520,521,070013,嘉实研究精选混合A,2.1040,07-25,7.09%,8.29%,17.27%,57.64%,3,0.15%
521,522,000193,国泰美国房地产开发股票,1.3170,07-24,7.03%,12.81%,17.12%,--,0,0.10%
522,523,630109,华商稳定增利债券C,1.5530,07-25,7.02%,6.66%,10.74%,25.95%,2,0.00%
523,524,001456,华泰柏瑞制造2025混合A,0.9810,07-25,7.01%,--,--,--,0,0.15%
